business_id,name,address,postal_code,latitude,longitude,review_count,is_open,attributes,categories,hours,loc
Kw6VK3ullv1Q3I92DbpL7g,Royal Canadian Gifts,229 Spadina Avenue,M5T 2E2,43.6512828,-79.397026,4,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Flowers & Gifts, Gift Shops, Shopping","{'Monday': '9:0-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-20:30', 'Saturday': '9:0-20:30', 'Sunday': '10:0-20:0'}","{'type': 'Point', 'coordinates': [-79.397026, 43.6512828]}"
HI67KkwhVgXRYts8VO7GCg,Massage Attraction,1396 Yonge Street,M4T 1Y5,43.6865712,-79.3936018,3,0,{'RestaurantsPriceRange2': '2'},"Beauty & Spas, Massage",,"{'type': 'Point', 'coordinates': [-79.3936018, 43.6865712]}"
ejcn3nOqR2Y2w4u_Xj_ZpQ,Metro Animal Hospital,2646 Danforth Avenue,M4C 1L7,43.6888418,-79.2997685,3,1,,"Pet Sitting, Pet Stores, Pet Services, Pet Cremation Services, Pet Groomers, Pets, Veterinarians","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-13:0'}","{'type': 'Point', 'coordinates': [-79.2997685, 43.6888418]}"
sbZNOhG6nMfai-eEbz_Ncg,Stitch It Clothing Alterations,"Yorkdale Shopping Centre, 3401 Dufferin Street, Unit 184",M6A 2T9,43.7246843,-79.4541729,4,1,,"Sewing & Alterations, Local Services","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-19:0'}","{'type': 'Point', 'coordinates': [-79.4541729, 43.7246843]}"
-cuzw1pcZ_UcdA4Qxc5YYg,Little Master,5369 Yonge Street,M2N 5R6,43.7758099,-79.414276,8,0,"{'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Barbeque, Asian Fusion, Restaurants, Chinese","{'Monday': '12:0-22:30', 'Tuesday': '12:0-22:30', 'Wednesday': '12:0-22:30', 'Thursday': '12:0-22:30', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:30'}","{'type': 'Point', 'coordinates': [-79.414276, 43.7758099]}"
0sPOBQHlVvuhO1h-1p1ccQ,Origination,421 Dundas Street W,M5T 2W4,43.6533253829,-79.3953588346,61,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'False', 'WiFi': ""'free'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True'}","Tea Rooms, Restaurants, Chinese, Coffee & Tea, Food","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}","{'type': 'Point', 'coordinates': [-79.3953588346, 43.6533253829]}"
DcA7Rw6VeIkp7YdV9ijaTA,Gangster Burger,607 Queen Street W,M5V 2B7,43.647441864,-79.4023666382,38,0,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False'}","Burgers, Food, Restaurants, Fast Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-4:0', 'Saturday': '11:0-4:0', 'Sunday': '12:0-21:0'}","{'type': 'Point', 'coordinates': [-79.4023666382, 43.647441864]}"
SipHumArj5ZIIpltsWwQpQ,ND Sushi & Grill,3 Baldwin Street,M5T 1L1,43.6561157,-79.3923841,76,0,"{'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'HasTV': 'False', 'DogsAllowed': 'False', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsReservations': 'True'}","Restaurants, Japanese, Sushi Bars","{'Tuesday': '17:0-21:15', 'Wednesday': '17:0-21:15', 'Thursday': '17:0-21:15', 'Friday': '17:0-21:15', 'Saturday': '17:0-21:15', 'Sunday': '17:0-21:15'}","{'type': 'Point', 'coordinates': [-79.3923841, 43.6561157]}"
Q3BUdZTMw8KRd-3QYtTyAg,Jetsun's Juicy Burger,5165 Yonge Street,M2N,43.7696613,-79.4129003,25,0,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': True}""}","Restaurants, Burgers",,"{'type': 'Point', 'coordinates': [-79.4129003, 43.7696613]}"
t9rjvNqRNfC0Le316Vegsw,Bill Hicks Bar,946 Queen Street E,M4M 1J7,43.6610066,-79.3412107,13,0,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Smoking': ""u'no'"", 'HasTV': 'False', 'HappyHour': 'True', 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'very_loud'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Dive Bars, Bars, Nightlife",,"{'type': 'Point', 'coordinates': [-79.3412107, 43.6610066]}"
Ug705ve-b_E0ztOHsKsgSw,Za Pizza Bistro Adelaide,290 Adelaide Street W,M5V 1P6,43.64787,-79.391138,10,1,,"Restaurants, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-23:0'}","{'type': 'Point', 'coordinates': [-79.391138, 43.64787]}"
jtE4O9Y1YdZAoKfWTtNC3w,The Forth,629 Danforth Avenue,M4K 1R2,43.6786894,-79.3454552,20,1,"{'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'dressy'""}","Venues & Event Spaces, Restaurants, Event Planning & Services, Canadian (New)",,"{'type': 'Point', 'coordinates': [-79.3454552, 43.6786894]}"
bSQFQDSwfahDHAqO4s0anA,Bottle Rocket Coffee,584 Lansdowne Avenue,M6H 3Y6,43.6605265798,-79.4437399507,9,0,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Food","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:30-18:0', 'Sunday': '8:30-18:0'}","{'type': 'Point', 'coordinates': [-79.4437399507, 43.6605265798]}"
qWWVizgVxBaXXbE8Y-7-qA,Pizza Pizza,2295 Yonge Street,M4P 2C6,43.7076725,-79.3981607,15,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'very_loud'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True'}","Pizza, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-2:0'}","{'type': 'Point', 'coordinates': [-79.3981607, 43.7076725]}"
M_CHn3NM696iFFnn5QAb7w,F1 Plumbing Services,,M5T 1K6,43.6860800098,-79.4107717281,35,1,{'ByAppointmentOnly': 'True'},"Plumbing, Home Services","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}","{'type': 'Point', 'coordinates': [-79.4107717281, 43.6860800098]}"
ZogV_sPyn2FSb6nrc3eIng,MELTwich Food,704 The Queensway,M8Y 1L3,43.626889363,-79.5005320579,10,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': 'None', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': 'None', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","American (Traditional), Restaurants, Burgers","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-23:0'}","{'type': 'Point', 'coordinates': [-79.5005320579, 43.626889363]}"
gpb18i6bLxl5feUrJFmxTQ,Pizza Pizza,2795 Danforth Avenue,M4C 1M2,43.6893066,-79.2955409,4,1,"{'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'very_loud'"", 'HasTV': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False'}","Food Delivery Services, Pizza, Food, Restaurants, Fast Food","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-2:0'}","{'type': 'Point', 'coordinates': [-79.2955409, 43.6893066]}"
atucAE6Ik182bBViOcgqOw,Oak + Fort,"220 Yonge Street, Unit B208A",M5B 2H1,43.6538255968,-79.3801266736,5,1,{'RestaurantsPriceRange2': '3'},"Accessories, Women's Clothing, Men's Clothing, Shopping, Fashion","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '9:30-21:30', 'Sunday': '10:0-19:0'}","{'type': 'Point', 'coordinates': [-79.3801266736, 43.6538255968]}"
8cusyHsqMhNAsrNSMpzB1A,The 420 Smokehouse,420 Parliament Street,M5A 3A1,43.6626591,-79.3673155,54,0,"{'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False'}","Food, American (Traditional), Barbeque, Restaurants, Smokehouse","{'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}","{'type': 'Point', 'coordinates': [-79.3673155, 43.6626591]}"
b37cAZyv_Obalo79sdJyVQ,Shaw Flowers & Gifts,1068 Dundas Street W,M6J 1W8,43.6500275,-79.4182052,4,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Home & Garden, Nurseries & Gardening, Flowers & Gifts, Shopping, Florists",,"{'type': 'Point', 'coordinates': [-79.4182052, 43.6500275]}"
585hSb6Cuyp-PFTgrpLEqQ,View Eye Care,"151 Bloor Street, Suite 480A",M5S 1S4,43.668787,-79.393099,13,1,"{'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True'}","Optometrists, Health & Medical","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-16:0'}","{'type': 'Point', 'coordinates': [-79.393099, 43.668787]}"
voJstWHmkW8LlivWslUHGg,Chatter,51 Underhill Drive,M3A 2J8,43.7450357546,-79.3253779167,3,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True'}","Fast Food, Restaurants, Cafes, Sandwiches","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0'}","{'type': 'Point', 'coordinates': [-79.3253779167, 43.7450357546]}"
RAfXFeTZBcl61LvDRQ7HtQ,Toronto Public Library,2161 Queen Street E,M4L 1J1,43.6700915,-79.2984972,8,1,"{'WiFi': ""'free'""}","Public Services & Government, Libraries","{'Monday': '9:0-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}","{'type': 'Point', 'coordinates': [-79.2984972, 43.6700915]}"
-HBJlnZhUEmIwpnyTFgSRA,Upfront Bar & Grill,106 Front Street E,M5A 1E1,43.6498989008,-79.3706417084,13,0,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'very_loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}""}","Pubs, Bars, Nightlife",,"{'type': 'Point', 'coordinates': [-79.3706417084, 43.6498989008]}"
Q6ppkDUSGqNnr_Hsea2xmA,West Indian Golden Beauty Supply,862 Bathurst Street,M5R 3G3,43.6668876,-79.4121399,3,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Cosmetics & Beauty Supply, Shopping, Beauty & Spas",,"{'type': 'Point', 'coordinates': [-79.4121399, 43.6668876]}"
C4O-xIlNZN6r0XzqtsVugw,Swiss Chalet Rotisserie & Grill,"1560 Yonge St, Unit 107",M4T 2S9,43.6899297,-79.3949411,6,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, American (Traditional), Comfort Food, Canadian (New)","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:0-21:30'}","{'type': 'Point', 'coordinates': [-79.3949411, 43.6899297]}"
8Oe-fb9nSE_dumMzl0B5Eg,Toronto Hippo Tours,151 Front Street W,M5J 2N1,43.6449668,-79.3838101,6,0,,"Tours, Hotels & Travel",,"{'type': 'Point', 'coordinates': [-79.3838101, 43.6449668]}"
aAjHCn1tiZR-Nkn2xMiD6A,Public Storage,914 Dupont Street,M6H 1Z2,43.6704922608,-79.429996342,4,1,,"Self Storage, Local Services","{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-17:0', 'Sunday': '9:30-17:0'}","{'type': 'Point', 'coordinates': [-79.429996342, 43.6704922608]}"
o7io7ITyHfjXOpxIktL0Bg,Luce Restaurant,791 King Street W,M5V 1N4,43.6430561,-79.4068177,23,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'""}","Salad, Restaurants, Sandwiches, Tapas Bars, Pizza, Italian","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}","{'type': 'Point', 'coordinates': [-79.4068177, 43.6430561]}"
QC1Ctt5CzXNgENy6bKjgBg,Qianhe Golden Wheat Cake Room,"346 Spadina Avenue, Unit 107",M5T 2G2,43.6542845,-79.3987007,4,0,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Food, Bakeries",,"{'type': 'Point', 'coordinates': [-79.3987007, 43.6542845]}"
LfJWwVaIQislyB5rXAZiuA,Arts & Letters Club,14 Elm St,M5G 1G7,43.6578818,-79.3825221,3,1,,"Arts & Entertainment, Social Clubs",,"{'type': 'Point', 'coordinates': [-79.3825221, 43.6578818]}"
xv_ep9V6nMiyTw_xe1qDlQ,The Candy Bar,849 College Street,M6H 1A1,43.6541659,-79.4232156,13,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False'}","Candy Stores, Specialty Food, Food, Desserts","{'Monday': '0:0-0:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-18:0'}","{'type': 'Point', 'coordinates': [-79.4232156, 43.6541659]}"
AG4_PQLJLJANliALV26urg,Toronto West End College St. YMCA Centre,931 College Street,M6H 1A1,43.6534225,-79.42593,27,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Gyms, Active Life, Fitness & Instruction, Child Care & Day Care, Local Services, Summer Camps","{'Monday': '5:0-23:30', 'Tuesday': '5:0-23:30', 'Wednesday': '5:0-23:30', 'Thursday': '5:0-23:30', 'Friday': '5:0-23:30', 'Saturday': '7:0-23:30', 'Sunday': '7:0-23:30'}","{'type': 'Point', 'coordinates': [-79.42593, 43.6534225]}"
HrpUTslC8C3icEgaDD6oIw,Allwyn's Bakery,976 The Queensway,M8Z 1P6,43.6240062,-79.5142003,12,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Caribbean, Food, Restaurants, Bakeries",,"{'type': 'Point', 'coordinates': [-79.5142003, 43.6240062]}"
Ec7SE3tA7z6eqSA92x2PzQ,Calia Hair,223 Davenport Rd,M5R 1J3,43.6747374,-79.3958012,6,0,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'GoodForKids': 'True'}","Beauty & Spas, Hair Salons","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-17:0'}","{'type': 'Point', 'coordinates': [-79.3958012, 43.6747374]}"
5BPv_vAnRp5EKdmacqvrLw,Pi-Tom's Thai Cuisine,6 Alexander Street,M4Y 1B4,43.6631138977,-79.383313623,56,0,"{'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'GoodForKids': 'True'}","Thai, Restaurants",,"{'type': 'Point', 'coordinates': [-79.383313623, 43.6631138977]}"
